market,arrival_date,arrivals_tonnes,variety,minimum_price,maximum_price,modal_price
Bagepalli,2/1/2016,6.0,Tomato,1000,1800,1550
Bagepalli,4/1/2016,6.0,Tomato,900,1800,1550
Bagepalli,5/1/2016,6.0,Tomato,1400,2500,2200
Bagepalli,6/1/2016,4.0,Tomato,1400,3000,2400
Bagepalli,7/1/2016,5.0,Tomato,1400,2600,2200
Bagepalli,11/1/2016,5.0,Tomato,1400,2800,2200
Bagepalli,12/1/2016,6.0,Tomato,1500,2400,2000
Bagepalli,13/01/2016,7.0,Tomato,1400,2600,2200
Bagepalli,14/01/2016,7.0,Tomato,1200,2200,2000
Bagepalli,16/01/2016,5.0,Tomato,1200,2200,1800
Bagepalli,18/01/2016,6.0,Tomato,1200,2200,1800
Bagepalli,19/01/2016,7.0,Tomato,1200,2000,1700
Bagepalli,20/01/2016,7.0,Tomato,1000,2000,1600
Bagepalli,21/01/2016,6.0,Tomato,900,2200,1800
Bagepalli,22/01/2016,3.0,Tomato,1200,1800,1500
Bagepalli,23/01/2016,7.0,Tomato,1000,2200,1800
Bagepalli,25/01/2016,6.0,Tomato,1000,2000,1600
Bangarpet,1/1/2016,1.0,Tomato,500,3200,2800
Bangarpet,4/1/2016,1.0,Tomato,830,3800,2800
Bangarpet,5/1/2016,1.0,Tomato,600,3900,2900
Bangarpet,23/01/2016,1.0,Tomato,400,1500,1000
Bangarpet,25/01/2016,1.0,Tomato,400,1300,1000
"Binny Mill (F&V), Bangalore",12/1/2016,48.0,Tomato,2000,2500,2300
"Binny Mill (F&V), Bangalore",14/01/2016,50.0,Tomato,2000,2500,2200
"Binny Mill (F&V), Bangalore",16/01/2016,35.0,Tomato,2000,2200,2100
"Binny Mill (F&V), Bangalore",18/01/2016,43.0,Tomato,1800,2200,2000
"Binny Mill (F&V), Bangalore",19/01/2016,48.0,Tomato,1600,2000,1800
"Binny Mill (F&V), Bangalore",20/01/2016,47.0,Tomato,1500,1700,1600
"Binny Mill (F&V), Bangalore",21/01/2016,50.0,Tomato,1200,1500,1300
"Binny Mill (F&V), Bangalore",23/01/2016,54.0,Tomato,1000,1400,1200
"Binny Mill (F&V), Bangalore",25/01/2016,48.0,Tomato,700,1000,800
Channapatana,4/1/2016,1.0,Tomato,2000,2600,2300
Channapatana,19/01/2016,1.0,Tomato,2000,2500,2250
Channapatana,20/01/2016,1.0,Tomato,800,1200,1000
Channapatana,21/01/2016,2.0,Tomato,1000,2000,1500
Channapatana,22/01/2016,1.0,Tomato,800,1200,1000
Channapatana,23/01/2016,2.0,Tomato,1000,1400,1200
Channapatana,25/01/2016,2.0,Tomato,800,1000,900
Chickkaballapura,1/1/2016,13.0,Tomato,700,3600,2800
Chickkaballapura,2/1/2016,11.0,Tomato,700,3800,3000
Chickkaballapura,6/1/2016,13.0,Tomato,500,4300,3500
Chickkaballapura,9/1/2016,10.0,Tomato,400,3700,2500
Chickkaballapura,10/1/2016,9.0,Tomato,400,3400,2400
Chickkaballapura,11/1/2016,8.0,Tomato,385,3460,1750
Chickkaballapura,12/1/2016,13.0,Tomato,300,2600,1500
Chickkaballapura,13/01/2016,12.0,Tomato,300,2600,2000
Chickkaballapura,15/01/2016,12.0,Tomato,310,2500,1800
Chickkaballapura,16/01/2016,14.0,Tomato,300,2600,1900
Chickkaballapura,17/01/2016,14.0,Tomato,300,2400,2000
Chickkaballapura,18/01/2016,14.0,Tomato,300,2300,1600
Chickkaballapura,19/01/2016,15.0,Tomato,230,2300,1500
Chikkamagalore,1/1/2016,59.0,Tomato,1300,1800,1500
Chikkamagalore,12/1/2016,12.0,Tomato,1700,2300,2000
Chikkamagalore,13/01/2016,45.0,Tomato,1700,2200,2000
Chikkamagalore,14/01/2016,15.0,Tomato,1800,2200,2000
Chikkamagalore,16/01/2016,53.0,Tomato,1300,1800,1500
Chikkamagalore,18/01/2016,42.0,Tomato,1800,2500,2200
Chikkamagalore,19/01/2016,30.0,Tomato,1400,1800,1500
Chikkamagalore,20/01/2016,23.0,Tomato,1200,2000,1500
Chikkamagalore,21/01/2016,10.0,Tomato,1400,1800,1600
Chikkamagalore,22/01/2016,31.0,Tomato,800,1500,1200
Chikkamagalore,23/01/2016,51.0,Tomato,600,1500,1000
Chikkamagalore,25/01/2016,85.0,Tomato,800,1500,1000
Chintamani,1/1/2016,45.0,Tomato,800,2500,1900
Chintamani,2/1/2016,18.0,Tomato,2000,4300,3200
Chintamani,3/1/2016,21.0,Tomato,2000,4400,3300
Chintamani,7/1/2016,21.0,Tomato,300,555,450
Chintamani,8/1/2016,20.0,Tomato,225,555,330
Chintamani,10/1/2016,14.0,Tomato,1200,2666,1866
Chintamani,11/1/2016,14.0,Tomato,1200,2600,1800
Chintamani,12/1/2016,12.0,Tomato,700,2266,1866
Chintamani,13/01/2016,8.0,Tomato,700,2400,1866
Chintamani,14/01/2016,8.0,Tomato,1336,3000,2333
Chintamani,15/01/2016,5.0,Tomato,1336,3133,2533
Chintamani,16/01/2016,12.0,Tomato,2000,3366,3000
Chintamani,17/01/2016,11.0,Tomato,700,2333,1866
Chintamani,18/01/2016,12.0,Tomato,800,2000,1466
Chintamani,19/01/2016,15.0,Tomato,500,1700,1166
Chintamani,20/01/2016,13.0,Tomato,500,1200,800
Chintamani,21/01/2016,9.0,Tomato,400,1100,700
Chintamani,22/01/2016,14.0,Tomato,500,1166,800
Chintamani,23/01/2016,12.0,Tomato,200,600,400
Chintamani,24/01/2016,12.0,Tomato,200,600,400
Chintamani,25/01/2016,12.0,Tomato,300,800,533
Chintamani,31/01/2016,55.0,Tomato,200,800,500
Davangere,1/1/2016,39.0,Tomato,1600,1800,1700
Davangere,2/1/2016,38.0,Tomato,1600,2000,1800
Davangere,6/1/2016,25.0,Tomato,1600,1700,1650
Davangere,8/1/2016,22.0,Tomato,1400,1800,1600
Davangere,12/1/2016,22.0,Tomato,1000,1200,1100
Davangere,13/01/2016,25.0,Tomato,1200,1400,1300
Davangere,14/01/2016,20.0,Tomato,1400,1600,1500
Davangere,16/01/2016,20.0,Tomato,1500,2000,1750
Davangere,19/01/2016,30.0,Tomato,1000,1300,1150
Davangere,20/01/2016,45.0,Tomato,500,600,550
Davangere,21/01/2016,40.0,Tomato,200,800,500
Davangere,23/01/2016,35.0,Tomato,400,600,500
Doddaballa Pur,1/1/2016,1.0,Tomato,1200,1600,1400
Doddaballa Pur,2/1/2016,1.0,Tomato,1200,1600,1400
Gowribidanoor,14/01/2016,7.0,Tomato,950,1050,1000
Hassan,6/1/2016,3.0,Tomato,1000,1000,1000
Hassan,8/1/2016,5.0,Tomato,1002,1002,1002
Hassan,21/01/2016,3.0,Tomato,1000,1000,1000
Honnali,1/1/2016,4.0,Tomato,1800,1800,1800
Honnali,2/1/2016,4.0,Tomato,1800,1800,1800
Honnali,4/1/2016,3.0,Hybrid,1600,1600,1600
Honnali,5/1/2016,3.0,Tomato,1800,1800,1800
Honnali,6/1/2016,3.0,Tomato,1800,1800,1800
Honnali,7/1/2016,4.0,Hybrid,1800,1800,1800
Honnali,8/1/2016,3.0,Hybrid,1900,1900,1900
Honnali,11/1/2016,3.0,Tomato,1800,1800,1800
Honnali,12/1/2016,3.0,Hybrid,1900,1900,1900
Honnali,13/01/2016,4.0,Hybrid,1900,1900,1900
Honnali,14/01/2016,4.0,Tomato,1900,1900,1900
Honnali,16/01/2016,3.0,Tomato,2000,2000,2000
Honnali,18/01/2016,2.0,Hybrid,1800,1800,1800
Honnali,19/01/2016,4.0,Tomato,1800,1800,1800
Honnali,20/01/2016,2.0,Hybrid,1800,1800,1800
Honnali,21/01/2016,3.0,Hybrid,1800,1800,1800
Honnali,23/01/2016,2.0,Hybrid,1900,1900,1900
Honnali,25/01/2016,4.0,Hybrid,1800,1800,1800
Hoskote,18/01/2016,5.0,Hybrid,2000,2400,2300
Hospet,4/1/2016,8.0,Tomato,700,800,800
Hospet,5/1/2016,3.0,Tomato,1000,1600,1200
Hospet,11/1/2016,10.0,Tomato,800,1080,800
Hospet,12/1/2016,6.0,Tomato,750,1400,1000
Hospet,13/01/2016,3.0,Tomato,800,1400,1200
Hospet,18/01/2016,12.0,Tomato,700,1000,800
Hospet,20/01/2016,8.0,Tomato,800,1200,1000
K.R.Nagar,8/1/2016,1.0,Tomato,1500,1500,1500
K.R.Nagar,11/1/2016,1.0,Tomato,1500,1500,1500
K.R.Nagar,18/01/2016,1.0,Tomato,1000,1000,1000
Kanakapura,21/01/2016,1.0,Tomato,1500,2500,2200
Kolar,15/01/2016,100.0,Tomato,1000,2667,2334
Kolar,16/01/2016,80.0,Tomato,1000,2534,2134
Kolar,17/01/2016,70.0,Tomato,667,2334,2000
Kolar,18/01/2016,140.0,Tomato,667,3000,2400
Kolar,19/01/2016,153.0,Tomato,334,1667,1200
Kolar,20/01/2016,147.0,Tomato,400,1334,1066
Kolar,21/01/2016,167.0,Tomato,500,1667,1200
Kolar,24/01/2016,154.0,Tomato,400,1600,1000
Malur,1/1/2016,2.0,Tomato,1000,2500,1330
Malur,2/1/2016,3.0,Tomato,800,1800,1000
Malur,4/1/2016,12.0,Tomato,800,1800,1160
Malur,5/1/2016,3.0,Tomato,600,1500,800
Malur,6/1/2016,14.0,Tomato,700,2000,785
Malur,11/1/2016,6.0,Tomato,600,1800,830
Malur,12/1/2016,9.0,Tomato,600,1800,880
Malur,13/01/2016,10.0,Tomato,800,1500,1105
Malur,14/01/2016,9.0,Tomato,800,1500,880
Malur,16/01/2016,103.0,Tomato,1000,2500,2000
Malur,18/01/2016,8.0,Tomato,900,2000,1084
Malur,20/01/2016,4.0,Tomato,700,1400,750
Malur,22/01/2016,5.0,Tomato,700,1500,1000
Mulabagilu,1/1/2016,4.0,Tomato,1335,3665,2500
Mulabagilu,8/1/2016,4.0,Tomato,1335,4000,2665
Mulabagilu,9/1/2016,4.0,Tomato,1000,3000,2000
Mulabagilu,10/1/2016,6.0,Tomato,1000,2800,1900
Mulabagilu,11/1/2016,8.0,Tomato,665,2665,1665
Mulabagilu,12/1/2016,6.0,Tomato,665,2800,1735
Mulabagilu,13/01/2016,7.0,Tomato,665,3000,1835
Mulabagilu,14/01/2016,5.0,Tomato,1335,4335,2835
Mulabagilu,15/01/2016,4.0,Tomato,665,2000,1335
Mulabagilu,17/01/2016,3.0,Tomato,665,2265,1465
Mulabagilu,18/01/2016,10.0,Tomato,665,2335,1500
Mulabagilu,19/01/2016,12.0,Tomato,335,1665,1000
Mulabagilu,20/01/2016,17.0,Tomato,335,1335,835
Mulabagilu,21/01/2016,12.0,Tomato,500,2000,1235
Mulabagilu,22/01/2016,17.0,Tomato,335,1335,835
Mulabagilu,23/01/2016,17.0,Tomato,335,1000,665
Mulabagilu,24/01/2016,24.0,Tomato,335,1065,700
Mulabagilu,25/01/2016,32.0,Tomato,265,800,565
Nagamangala,5/1/2016,2.0,Tomato,1000,1000,1000
Nagamangala,12/1/2016,2.0,Tomato,1000,1200,1000
Nagamangala,18/01/2016,3.0,Tomato,1000,1000,1000
Nagamangala,19/01/2016,3.0,Tomato,833,833,833
Nagamangala,23/01/2016,1.0,Tomato,500,500,500
Nagamangala,30/01/2016,5.0,Tomato,500,500,500
Ramanagara,11/1/2016,5.0,Tomato,2000,2600,2300
Ramanagara,12/1/2016,10.0,Tomato,2000,2600,2300
Ramanagara,18/01/2016,14.0,Tomato,1800,2200,2000
Ramanagara,19/01/2016,6.0,Tomato,1800,2200,2000
Ramanagara,20/01/2016,9.0,Tomato,1400,1800,1600
Ramanagara,21/01/2016,13.0,Tomato,1000,1600,1300
Ramanagara,22/01/2016,13.0,Tomato,1000,1400,1200
Ramanagara,23/01/2016,14.0,Tomato,1000,1500,1250
Ramanagara,25/01/2016,11.0,Tomato,600,1000,800
Shimoga,1/1/2016,6.0,Tomato,1400,1600,1500
Shimoga,4/1/2016,6.0,Tomato,1300,1500,1400
Shimoga,6/1/2016,6.0,Tomato,1800,2000,1900
Shimoga,11/1/2016,8.0,Tomato,1800,2000,1900
Shimoga,14/01/2016,6.0,Tomato,1800,2000,1900
Shimoga,16/01/2016,6.0,Tomato,1800,2000,1900
Shimoga,18/01/2016,6.0,Tomato,1300,1500,1400
Shimoga,19/01/2016,6.0,Tomato,1300,1500,1400
Shimoga,20/01/2016,8.0,Tomato,800,1000,900
Shimoga,21/01/2016,7.0,Tomato,800,1000,900
Shimoga,25/01/2016,9.0,Tomato,800,1000,900
Srinivasapur,1/1/2016,6.0,Tomato,750,4000,2375
Srinivasapur,5/1/2016,5.0,Tomato,1200,4335,2765
Srinivasapur,6/1/2016,4.0,Tomato,1100,4200,2650
Srinivasapur,7/1/2016,3.0,Tomato,1000,4000,2500
Srinivasapur,8/1/2016,3.0,Tomato,1120,3900,2510
Srinivasapur,9/1/2016,4.0,Tomato,1000,3200,2100
Srinivasapur,10/1/2016,4.0,Tomato,800,3000,1900
Srinivasapur,11/1/2016,3.0,Tomato,1000,2500,1750
Srinivasapur,12/1/2016,4.0,Tomato,800,2600,1700
Srinivasapur,13/01/2016,5.0,Tomato,535,3000,1765
Srinivasapur,14/01/2016,3.0,Tomato,1000,3200,2100
Srinivasapur,15/01/2016,3.0,Tomato,1000,3000,2000
Srinivasapur,17/01/2016,3.0,Tomato,1000,2300,1650
Srinivasapur,18/01/2016,5.0,Tomato,900,2200,1550
Srinivasapur,19/01/2016,3.0,Tomato,800,2000,1400
Srinivasapur,20/01/2016,4.0,Tomato,665,1335,1000
Srinivasapur,21/01/2016,4.0,Tomato,665,1665,1165
Srinivasapur,22/01/2016,4.0,Tomato,800,1200,1000
Srinivasapur,23/01/2016,4.0,Tomato,400,800,600
Srinivasapur,24/01/2016,3.0,Tomato,335,665,500
Srinivasapur,25/01/2016,4.0,Tomato,200,500,350
Udupi,13/01/2016,9.0,Tomato,1500,1700,1600
Udupi,20/01/2016,9.0,Tomato,1400,1600,1500
Bagepalli,2/2/2016,8.0,Tomato,300,500,400
Bagepalli,3/2/2016,7.0,Tomato,300,500,400
Bagepalli,4/2/2016,9.0,Tomato,250,440,360
Bagepalli,8/2/2016,9.0,Tomato,250,440,350
Bagepalli,9/2/2016,9.0,Tomato,200,300,250
Bagepalli,11/2/2016,5.0,Tomato,300,450,400
Bagepalli,12/2/2016,10.0,Tomato,300,450,380
Bagepalli,15/02/2016,10.0,Tomato,300,450,400
Bagepalli,16/02/2016,8.0,Tomato,300,450,320
Bagepalli,17/02/2016,10.0,Tomato,150,260,210
Bagepalli,18/02/2016,12.0,Tomato,150,260,210
Bagepalli,20/02/2016,8.0,Tomato,150,240,200
Bagepalli,22/02/2016,8.0,Tomato,150,320,200
Bagepalli,23/02/2016,8.0,Tomato,150,340,210
Bagepalli,24/02/2016,9.0,Tomato,150,280,210
Bagepalli,25/02/2016,9.0,Tomato,160,320,240
Bagepalli,27/02/2016,15.0,Tomato,200,300,260
Bangarpet,15/02/2016,1.0,Tomato,300,1000,730
Bangarpet,17/02/2016,2.0,Tomato,300,600,400
Bangarpet,22/02/2016,1.0,Tomato,300,800,600
Bangarpet,24/02/2016,1.0,Tomato,300,900,500
"Binny Mill (F&V), Bangalore",1/2/2016,51.0,Tomato,500,600,550
"Binny Mill (F&V), Bangalore",8/2/2016,47.0,Tomato,500,700,600
"Binny Mill (F&V), Bangalore",9/2/2016,51.0,Tomato,500,700,600
"Binny Mill (F&V), Bangalore",12/2/2016,55.0,Tomato,600,800,700
"Binny Mill (F&V), Bangalore",15/02/2016,57.0,Tomato,400,600,500
"Binny Mill (F&V), Bangalore",16/02/2016,56.0,Tomato,400,500,450
"Binny Mill (F&V), Bangalore",17/02/2016,46.0,Tomato,400,500,450
"Binny Mill (F&V), Bangalore",18/02/2016,58.0,Tomato,400,500,450
"Binny Mill (F&V), Bangalore",19/02/2016,57.0,Tomato,400,500,450
"Binny Mill (F&V), Bangalore",20/02/2016,52.0,Tomato,400,500,450
"Binny Mill (F&V), Bangalore",22/02/2016,51.0,Tomato,400,600,500
"Binny Mill (F&V), Bangalore",23/02/2016,46.0,Tomato,300,500,400
"Binny Mill (F&V), Bangalore",24/02/2016,53.0,Tomato,400,500,450
"Binny Mill (F&V), Bangalore",25/02/2016,58.0,Tomato,500,700,600
"Binny Mill (F&V), Bangalore",26/02/2016,64.0,Tomato,600,800,700
"Binny Mill (F&V), Bangalore",27/02/2016,54.0,Tomato,600,800,700
"Binny Mill (F&V), Bangalore",29/02/2016,47.0,Tomato,400,500,450
Channapatana,1/2/2016,2.0,Tomato,600,800,700
Channapatana,8/2/2016,3.0,Tomato,500,800,650
Channapatana,9/2/2016,2.0,Tomato,500,800,650
Channapatana,12/2/2016,2.0,Tomato,500,700,600
Channapatana,15/02/2016,2.0,Tomato,400,600,500
Channapatana,16/02/2016,2.0,Tomato,500,700,600
Channapatana,17/02/2016,3.0,Tomato,400,600,500
Channapatana,18/02/2016,2.0,Tomato,400,600,500
Channapatana,19/02/2016,2.0,Tomato,500,700,600
Channapatana,20/02/2016,2.0,Tomato,500,700,600
Channapatana,22/02/2016,2.0,Tomato,400,600,500
Channapatana,23/02/2016,2.0,Tomato,400,700,550
Channapatana,24/02/2016,2.0,Tomato,600,800,700
Channapatana,25/02/2016,2.0,Tomato,600,800,700
Channapatana,26/02/2016,2.0,Tomato,400,600,500
Channapatana,27/02/2016,2.0,Tomato,500,700,600
Channapatana,29/02/2016,2.0,Tomato,400,800,600
Chickkaballapura,7/2/2016,14.0,Tomato,300,770,550
Chickkaballapura,8/2/2016,11.0,Tomato,300,800,540
Chickkaballapura,9/2/2016,10.0,Tomato,300,1000,700
Chickkaballapura,10/2/2016,13.0,Tomato,300,900,700
Chickkaballapura,12/2/2016,14.0,Tomato,300,1000,600
Chickkaballapura,13/02/2016,12.0,Tomato,300,900,500
Chickkaballapura,14/02/2016,10.0,Tomato,300,1000,600
Chickkaballapura,15/02/2016,16.0,Tomato,300,900,550
Chickkaballapura,16/02/2016,14.0,Tomato,300,1000,800
Chickkaballapura,17/02/2016,16.0,Tomato,300,1000,800
Chickkaballapura,19/02/2016,32.0,Tomato,300,1000,600
Chickkaballapura,20/02/2016,29.0,Tomato,300,1000,700
Chickkaballapura,21/02/2016,15.0,Tomato,300,1000,750
Chickkaballapura,22/02/2016,17.0,Tomato,250,950,580
Chickkaballapura,23/02/2016,19.0,Tomato,300,1000,800
Chickkaballapura,24/02/2016,17.0,Tomato,300,1000,700
Chickkaballapura,26/02/2016,17.0,Tomato,300,1000,600
Chickkaballapura,27/02/2016,19.0,Tomato,300,900,650
Chickkaballapura,28/02/2016,18.0,Tomato,300,1000,700
Chickkaballapura,29/02/2016,20.0,Tomato,250,1000,700
Chikkamagalore,12/2/2016,144.0,Tomato,600,1000,800
Chikkamagalore,17/02/2016,133.0,Tomato,400,600,500
Chikkamagalore,18/02/2016,60.0,Tomato,400,600,500
Chikkamagalore,19/02/2016,140.0,Tomato,400,600,500
Chikkamagalore,20/02/2016,160.0,Tomato,400,600,500
Chikkamagalore,23/02/2016,61.0,Tomato,400,600,500
Chikkamagalore,24/02/2016,120.0,Tomato,400,600,500
Chikkamagalore,25/02/2016,60.0,Tomato,400,600,500
Chikkamagalore,26/02/2016,100.0,Tomato,400,600,500
Chikkamagalore,27/02/2016,80.0,Tomato,400,600,500
Chikkamagalore,29/02/2016,160.0,Tomato,400,600,500
Chintamani,1/2/2016,75.0,Tomato,333,1000,600
Chintamani,7/2/2016,65.0,Tomato,266,800,533
Chintamani,8/2/2016,60.0,Tomato,300,800,500
Chintamani,9/2/2016,60.0,Tomato,200,600,400
Chintamani,10/2/2016,60.0,Tomato,200,600,400
Chintamani,11/2/2016,30.0,Tomato,200,500,400
Chintamani,12/2/2016,40.0,Tomato,200,533,433
Chintamani,13/02/2016,45.0,Tomato,200,400,300
Chintamani,14/02/2016,35.0,Tomato,200,500,400
Chintamani,15/02/2016,40.0,Tomato,200,533,300
Chintamani,16/02/2016,45.0,Tomato,200,500,400
Chintamani,17/02/2016,43.0,Tomato,133,400,300
Chintamani,18/02/2016,35.0,Tomato,100,333,200
Chintamani,19/02/2016,25.0,Tomato,200,500,333
Chintamani,20/02/2016,13.0,Tomato,200,400,266
Chintamani,21/02/2016,14.0,Tomato,100,366,233
Chintamani,22/02/2016,14.0,Tomato,133,433,300
Chintamani,24/02/2016,12.0,Tomato,200,466,333
Chintamani,25/02/2016,15.0,Tomato,133,450,300
Chintamani,26/02/2016,15.0,Tomato,200,500,333
Chintamani,27/02/2016,10.0,Tomato,133,400,233
Chintamani,28/02/2016,10.0,Tomato,200,466,333
Chintamani,29/02/2016,12.0,Tomato,200,466,333
Davangere,6/2/2016,50.0,Tomato,100,150,125
Davangere,9/2/2016,49.0,Tomato,100,200,150
Davangere,12/2/2016,48.0,Tomato,100,150,125
Davangere,16/02/2016,35.0,Tomato,100,150,125
Davangere,17/02/2016,40.0,Tomato,100,150,125
Davangere,18/02/2016,40.0,Tomato,100,150,125
Davangere,19/02/2016,38.0,Tomato,100,150,125
Davangere,20/02/2016,37.0,Tomato,100,150,125
Davangere,23/02/2016,39.0,Tomato,100,300,200
Davangere,24/02/2016,40.0,Tomato,100,300,200
Davangere,25/02/2016,41.0,Tomato,100,300,200
Davangere,26/02/2016,40.0,Tomato,100,300,200
Doddaballa Pur,1/2/2016,2.0,Tomato,1000,1800,1400
Doddaballa Pur,8/2/2016,2.0,Tomato,800,1000,900
Doddaballa Pur,9/2/2016,2.0,Tomato,800,1000,900
Doddaballa Pur,12/2/2016,1.0,Tomato,800,1000,900
Doddaballa Pur,15/02/2016,1.0,Tomato,800,1200,1000
Doddaballa Pur,16/02/2016,2.0,Tomato,800,1200,1000
Doddaballa Pur,17/02/2016,1.0,Tomato,800,1200,1000
Doddaballa Pur,18/02/2016,1.0,Tomato,800,1200,1000
Doddaballa Pur,19/02/2016,2.0,Tomato,800,1200,1000
Doddaballa Pur,20/02/2016,2.0,Tomato,600,1000,800
Doddaballa Pur,23/02/2016,1.0,Tomato,600,1000,800
Doddaballa Pur,25/02/2016,2.0,Tomato,600,1000,800
Doddaballa Pur,26/02/2016,2.0,Tomato,600,1000,800
Doddaballa Pur,27/02/2016,1.0,Tomato,600,1000,800
Doddaballa Pur,29/02/2016,1.0,Tomato,600,1000,800
Gundlupet,13/02/2016,10.0,Tomato,500,500,500
Gundlupet,16/02/2016,10.0,Tomato,500,500,500
Hassan,18/02/2016,21.0,Tomato,376,400,385
Hassan,24/02/2016,2.0,Tomato,1000,1000,1000
Hassan,25/02/2016,22.0,Tomato,400,427,400
Honnali,6/2/2016,3.0,Hybrid,800,800,800
Hoskote,16/02/2016,5.0,Tomato,900,1000,950
Hospet,2/2/2016,2.0,Tomato,500,800,600
Hospet,3/2/2016,10.0,Tomato,500,800,600
Hospet,9/2/2016,12.0,Tomato,500,800,600
Hospet,10/2/2016,9.0,Tomato,300,800,500
Hospet,15/02/2016,13.0,Tomato,500,600,500
Hospet,22/02/2016,2.0,Tomato,1500,1600,1600
Hospet,29/02/2016,12.0,Tomato,400,500,500
K.R.Nagar,8/2/2016,1.0,Tomato,1000,1000,1000
Kanakapura,1/2/2016,1.0,Tomato,600,1000,800
Kanakapura,8/2/2016,1.0,Tomato,600,800,700
Kanakapura,15/02/2016,1.0,Tomato,500,1000,800
Kanakapura,16/02/2016,1.0,Tomato,800,1000,900
Kolar,13/02/2016,159.0,Tomato,300,734,534
Kolar,16/02/2016,122.0,Tomato,347,867,600
Kolar,18/02/2016,153.0,Tomato,334,1000,734
Kolar,19/02/2016,160.0,Tomato,300,800,634
Kolar,21/02/2016,141.0,Tomato,334,867,667
Kolar,22/02/2016,125.0,Tomato,300,867,600
Kolar,23/02/2016,151.0,Tomato,320,800,634
Kolar,25/02/2016,165.0,Tomato,346,967,700
Kolar,26/02/2016,135.0,Tomato,334,800,534
Kolar,27/02/2016,166.0,Tomato,367,1000,634
Kolar,28/02/2016,167.0,Tomato,334,934,600
Kollegal,17/02/2016,1.0,Hybrid,800,1000,900
Malur,26/02/2016,40.0,Tomato,400,800,500
Mulabagilu,7/2/2016,31.0,Tomato,335,1000,665
Mulabagilu,8/2/2016,39.0,Tomato,200,665,435
Mulabagilu,9/2/2016,40.0,Tomato,200,600,400
Mulabagilu,11/2/2016,37.0,Tomato,200,735,465
Mulabagilu,12/2/2016,41.0,Tomato,200,600,400
Mulabagilu,13/02/2016,26.0,Tomato,265,800,535
Mulabagilu,14/02/2016,25.0,Tomato,235,735,500
Mulabagilu,15/02/2016,36.0,Tomato,200,665,435
Mulabagilu,16/02/2016,41.0,Tomato,200,535,365
Mulabagilu,17/02/2016,21.0,Tomato,900,1500,1000
Mulabagilu,18/02/2016,25.0,Tomato,1000,1400,1100
Mulabagilu,19/02/2016,30.0,Tomato,900,1400,1000
Mulabagilu,20/02/2016,25.0,Tomato,700,1100,1000
Mulabagilu,21/02/2016,30.0,Tomato,650,1000,950
Mulabagilu,22/02/2016,26.0,Tomato,700,1100,1000
Mulabagilu,23/02/2016,32.0,Tomato,800,1100,1050
Mulabagilu,24/02/2016,30.0,Tomato,200,600,400
Mulabagilu,25/02/2016,19.0,Tomato,335,865,600
Mulabagilu,26/02/2016,23.0,Tomato,200,735,465
Mulabagilu,27/02/2016,48.0,Tomato,200,665,435
Mulabagilu,28/02/2016,40.0,Tomato,200,535,365
Mulabagilu,29/02/2016,30.0,Tomato,235,665,435
Nagamangala,6/2/2016,10.0,Tomato,500,500,500
Nagamangala,7/2/2016,3.0,Tomato,800,1000,900
Nagamangala,8/2/2016,9.0,Tomato,500,500,500
Nagamangala,11/2/2016,9.0,Tomato,500,500,500
Nagamangala,12/2/2016,8.0,Tomato,500,500,500
Nagamangala,15/02/2016,10.0,Tomato,400,400,400
Nagamangala,16/02/2016,12.0,Tomato,300,400,350
Nagamangala,17/02/2016,14.0,Tomato,300,500,500
Nagamangala,18/02/2016,12.0,Tomato,500,600,500
Nagamangala,19/02/2016,5.0,Tomato,400,400,400
Nagamangala,22/02/2016,18.0,Tomato,500,500,500
Nagamangala,23/02/2016,11.0,Tomato,400,500,400
Nagamangala,24/02/2016,6.0,Tomato,400,500,500
Nagamangala,25/02/2016,32.0,Tomato,400,500,400
Nagamangala,26/02/2016,10.0,Tomato,400,400,400
Nagamangala,27/02/2016,8.0,Tomato,300,400,350
Nagamangala,28/02/2016,17.0,Tomato,333,416,416
Ramanagara,1/2/2016,13.0,Tomato,600,1000,800
Ramanagara,5/2/2016,18.0,Tomato,500,800,650
Ramanagara,8/2/2016,11.0,Tomato,1400,1800,1600
Ramanagara,9/2/2016,15.0,Tomato,500,800,650
Ramanagara,10/2/2016,12.0,Tomato,500,700,600
Ramanagara,12/2/2016,14.0,Tomato,600,1000,800
Ramanagara,15/02/2016,20.0,Tomato,300,500,400
Ramanagara,16/02/2016,9.0,Tomato,400,600,500
Ramanagara,17/02/2016,10.0,Tomato,500,700,600
Ramanagara,18/02/2016,25.0,Tomato,400,600,500
Ramanagara,19/02/2016,18.0,Tomato,300,500,400
Ramanagara,20/02/2016,17.0,Tomato,300,500,400
Ramanagara,22/02/2016,6.0,Tomato,500,700,600
Ramanagara,23/02/2016,13.0,Tomato,400,600,500
Ramanagara,24/02/2016,15.0,Tomato,400,600,500
Ramanagara,25/02/2016,15.0,Tomato,300,500,400
Ramanagara,26/02/2016,10.0,Tomato,300,500,400
Ramanagara,27/02/2016,16.0,Tomato,300,600,450
Ramanagara,29/02/2016,16.0,Tomato,300,500,400
Shimoga,8/2/2016,7.0,Tomato,400,600,500
Shimoga,12/2/2016,8.0,Tomato,300,500,400
Shimoga,15/02/2016,9.0,Tomato,300,500,400
Shimoga,16/02/2016,8.0,Tomato,300,500,400
Shimoga,17/02/2016,8.0,Tomato,300,500,400
Shimoga,18/02/2016,6.0,Tomato,300,500,400
